Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
69:5	khv9		rc://*/ta/man/translate/figs-activepassive	וְ֝⁠אַשְׁמוֹתַ֗⁠י מִמְּ⁠ךָ֥ לֹא־נִכְחָֽדוּ	1	The expression **my sins are not hidden from you** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [you know all my sins]
69:6	besm		rc://*/ta/man/translate/figs-imperative	אַל־יֵ֘בֹ֤שׁוּ בִ֨⁠י ׀ קֹוֶי⁠ךָ֮	1	This is an imperative, but it communicates a polite request rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [Please do not let the ones waiting for you feel shame because of me]
69:6	dnvf		rc://*/ta/man/translate/figs-ellipsis	אַל־יֵ֘בֹ֤שׁוּ בִ֨⁠י ׀ קֹוֶי⁠ךָ֮	1	David is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [May the ones waiting for you not feel shame because of what happens to me]
69:6	t2cw		rc://*/ta/man/translate/figs-abstractnouns	יֵ֘בֹ֤שׁוּ	1	If your language does not use an abstract noun for the idea of **shame**, you could express the same idea in another way. Alternate translation: [feel ashamed]
69:6	gxbr		rc://*/ta/man/translate/figs-activepassive	אַל־יִכָּ֣לְמוּ & מְבַקְשֶׁ֑י⁠ךָ	1	The expression **not be humiliated** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [May no one humiliate the ones seeking you]
69:7	avcg		rc://*/ta/man/translate/grammar-connect-logic-result	כִּֽי־עָ֭לֶי⁠ךָ נָשָׂ֣אתִי חֶרְפָּ֑ה	1	The word translated as **For** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [Because of you I have borne reproach]
69:7	gov9		rc://*/ta/man/translate/figs-personification	כִּסְּתָ֖ה כְלִמָּ֣ה פָנָֽ⁠י	1	David speaks of **humiliation** as if it were a person who could **cover** his face. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [I am completely humiliated]
69:7	ouir		rc://*/ta/man/translate/figs-metonymy	פָנָֽ⁠י	1	Here, **my face** represents David himself. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [me completely]
69:7	ct2n		rc://*/ta/man/translate/figs-abstractnouns	חֶרְפָּ֑ה	1	If your language does not use an abstract noun for the idea of **reproach**, you could express the same idea in another way. Alternate translation: [insults]
69:8	jcl6		rc://*/ta/man/translate/figs-parallelism	מ֭וּזָר & לְ⁠אֶחָ֑⁠י וְ֝⁠נָכְרִ֗י לִ⁠בְנֵ֥י אִמִּֽ⁠י	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Another approach would be to connect the phrases with a word that shows that the second phrase is repeating the first one, not saying something additional. See how you as a team have decided to translate the parallel phrases in the Psalms, and follow that approach here and throughout this psalm. Alternate translation: [completely rejected by my own family]
69:9	czsk		rc://*/ta/man/translate/grammar-connect-logic-result	כִּֽי־קִנְאַ֣ת בֵּיתְ⁠ךָ֣ אֲכָלָ֑תְ⁠נִי	1	The word translated as **For** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [Because zeal for your house has consumed me]
69:9	mnvn		rc://*/ta/man/translate/figs-personification	קִנְאַ֣ת בֵּיתְ⁠ךָ֣ אֲכָלָ֑תְ⁠נִי	1	David speaks of **zeal** for God's house as if it were a person who could **consume** him. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [I care so deeply about your house that it takes over all my thoughts]
69:9	uzm3		rc://*/ta/man/translate/figs-abstractnouns	קִנְאַ֣ת	1	If your language does not use an abstract noun for the idea of **zeal**, you could express the same idea in another way. Alternate translation: [caring deeply]
69:9	if0z		rc://*/ta/man/translate/figs-personification	וְ⁠חֶרְפּ֥וֹת ח֝וֹרְפֶ֗י⁠ךָ נָפְל֥וּ עָלָֽ⁠י	1	David speaks of **the reproaches** of the ones reproaching God as if they were persons who could fall on someone. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [when people insult you, they also insult me]
69:10	z8z9		rc://*/ta/man/translate/grammar-connect-logic-contrast	וָ⁠אֶבְכֶּ֣ה בַ⁠צּ֣וֹם נַפְשִׁ֑⁠י וַ⁠תְּהִ֖י לַ⁠חֲרָפ֣וֹת לִֽ⁠י	1	David uses the words **Though** and **yet** here to indicate a contrast between his sincere mourning and the reproach he received for it. In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [Even though I wept in my soul with fasting, it became reproaches to me]
69:10	xmww		rc://*/ta/man/translate/figs-abstractnouns	בַ⁠צּ֣וֹם	1	If your language does not use an abstract noun for the idea of **fasting**, you could express the same idea in another way. Alternate translation: [going without food]
69:11	nlo1		rc://*/ta/man/translate/grammar-connect-logic-contrast	וָ⁠אֶתְּנָ֣⁠ה לְבוּשִׁ֣⁠י שָׂ֑ק וָ⁠אֱהִ֖י לָ⁠הֶ֣ם לְ⁠מָשָֽׁל	1	David uses the words **though** and **yet** here to indicate a contrast between his act of mourning and the ridicule he received. In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [even though I made my clothing sackcloth, I became a proverb to them]
69:11	acfj		rc://*/ta/man/translate/translate-symaction	וָ⁠אֶתְּנָ֣⁠ה לְבוּשִׁ֣⁠י שָׂ֑ק	1	Wearing sackcloth was a symbolic action by which David showed his grief and repentance. If it would be helpful to your readers, you could explain the significance of this action in the text of your translation or in a footnote. Alternate translation: [though I wore rough clothing to show my sorrow]
69:12	adl7		rc://*/ta/man/translate/figs-metonymy	יֹ֣שְׁבֵי שָׁ֑עַר	1	The phrase **The sitters at the gate** represents the leaders and judges of the city, since city leaders conducted public business at the gate. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [The city leaders]
69:13	rwec		rc://*/ta/man/translate/grammar-connect-logic-contrast	וַ⁠אֲנִ֤י תְפִלָּתִֽ⁠י־לְ⁠ךָ֨	1	David uses the word **But** here to indicate a contrast between the behavior of those who mock him and his own response of praying to God. In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [Yet I, my prayer is to you]
69:13	vawj		rc://*/ta/man/translate/figs-ellipsis	תְפִלָּתִֽ⁠י־לְ⁠ךָ֨	1	David is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [I offer my prayer to you]
69:13	do7m		rc://*/ta/man/translate/figs-abstractnouns	תְפִלָּתִֽ⁠י	1	If your language does not use an abstract noun for the idea of **prayer**, you could express the same idea in another way. Alternate translation: [praying to God]
69:13	phx3		rc://*/ta/man/translate/figs-abstractnouns	רָצ֗וֹן	1	If your language does not use an abstract noun for the idea of **favor**, you could express the same idea in another way. Alternate translation: [being favorable]
69:13	edoy		rc://*/ta/man/translate/figs-imperative	עֲ֝נֵ֗⁠נִי	1	This is an imperative, but it communicates a polite request rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [please answer me]
69:13	jhvk		rc://*/ta/man/translate/figs-abstractnouns	חַסְדֶּ֑⁠ךָ & בֶּ⁠אֱמֶ֥ת יִשְׁעֶֽ⁠ךָ	1	If your language does not use abstract nouns for the ideas of **covenant faithfulness**, **truth**, and **salvation**, you could express the same ideas in other ways. Alternate translation: [faithfully keeping your covenant ... true way ... saving]
69:14	qr0b		rc://*/ta/man/translate/figs-imperative	הַצִּילֵ֣⁠נִי מִ֭⁠טִּיט וְ⁠אַל־אֶטְבָּ֑עָה אִנָּצְלָ֥ה מִ֝⁠שֹּֽׂנְאַ֗⁠י וּ⁠מִ⁠מַּֽעֲמַקֵּי־מָֽיִם	1	These are imperatives, but they communicate polite requests rather than commands. If the imperatives do not communicate polite requests for your readers, then use a form in your language that communicates polite requests. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [Please deliver me from the mire, and please let me not sink. Please let me be delivered from the ones hating me and from the depths of the waters]
69:14	sknv		rc://*/ta/man/translate/figs-metaphor	הַצִּילֵ֣⁠נִי מִ֭⁠טִּיט	1	David is speaking of his distress as if it were **mire** that he is stuck in. If this image communicates well in your language, please use it. If not, you could state the meaning plainly. Alternate translation: [Rescue me from my troubles]
69:14	ffyk		rc://*/ta/man/translate/figs-activepassive	אִנָּצְלָ֥ה מִ֝⁠שֹּֽׂנְאַ֗⁠י	1	The expression **Let me be delivered** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is God. Alternate translation: [Deliver me from the ones hating me]
69:14	bs5p		rc://*/ta/man/translate/figs-metaphor	וּ⁠מִ⁠מַּֽעֲמַקֵּי־מָֽיִם	1	David is speaking of his danger as if it were **the depths of the waters** that could drown him. If this image communicates well in your language, please use it. If not, you could state the meaning plainly. Alternate translation: [and from overwhelming danger]
69:15	pcjj		rc://*/ta/man/translate/figs-imperative	אַל־תִּשְׁטְפֵ֤⁠נִי ׀ שִׁבֹּ֣לֶת מַ֭יִם וְ⁠אַל־תִּבְלָעֵ֣⁠נִי מְצוּלָ֑ה וְ⁠אַל־תֶּאְטַר־עָלַ֖⁠י בְּאֵ֣ר פִּֽי⁠הָ	1	These are imperatives, but they communicate polite requests rather than commands. If the imperatives do not communicate polite requests for your readers, then use a form in your language that communicates polite requests. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [Please do not let the flood of waters overflow me, and please do not let the deep swallow me, and please do not let the pit close its mouth over me]
69:15	aog1		rc://*/ta/man/translate/figs-metaphor	אַל־תִּשְׁטְפֵ֤⁠נִי ׀ שִׁבֹּ֣לֶת מַ֭יִם	1	David is speaking of his troubles as if they were a **flood of waters** that could overflow him. If this image communicates well in your language, please use it. If not, you could state the meaning plainly. Alternate translation: [Do not let my troubles overwhelm me]
69:15	gp4v		rc://*/ta/man/translate/figs-personification	וְ⁠אַל־תִּבְלָעֵ֣⁠נִי מְצוּלָ֑ה	1	David speaks of **the deep** as if it were a person who could **swallow** him. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and do not let me perish in the deep waters]
69:15	tn34		rc://*/ta/man/translate/figs-personification	וְ⁠אַל־תֶּאְטַר־עָלַ֖⁠י בְּאֵ֣ר פִּֽי⁠הָ	1	David speaks of **the pit** as if it were a person who could **close its mouth** over him. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and do not let the grave consume me]
69:15	vxb5		rc://*/ta/man/translate/figs-metonymy	מְצוּלָ֑ה & בְּאֵ֣ר	1	Here, **the deep** and **the pit** represent death and the grave. If it would be helpful in your language, you could use equivalent expressions or plain language. Alternate translation: [death ... the grave]
69:16	lrvg		rc://*/ta/man/translate/figs-abstractnouns	חַסְדֶּ֑⁠ךָ & רַ֝חֲמֶ֗י⁠ךָ	1	If your language does not use abstract nouns for the ideas of **covenant faithfulness** and **compassion**, you could express the same ideas in other ways. Alternate translation: [being faithfully committed to your covenant ... being compassionate]
69:16	re60		rc://*/ta/man/translate/figs-imperative	עֲנֵ֣⁠נִי & פְּנֵ֣ה אֵלָֽ⁠י	1	These are imperatives, but they communicate polite requests rather than commands. If the imperatives do not communicate polite requests for your readers, then use a form in your language that communicates polite requests. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [Please answer me ... please turn to me]
69:17	zh2j		rc://*/ta/man/translate/figs-idiom	תַּסְתֵּ֣ר פָּ֭נֶי⁠ךָ	1	David is using **hide your face** as a common expression of the culture to mean “refuse to help” or “withdraw your presence.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [turn away]
69:17	gfh5		rc://*/ta/man/translate/figs-metonymy	פָּ֭נֶי⁠ךָ	1	Here, **your face** represents “your presence.” If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [your attention]
69:17	peux		rc://*/ta/man/translate/grammar-connect-logic-result	כִּֽי־צַר־לִ֝֗⁠י	1	The word translated as **for** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [because trouble is to me]
69:17	pv0v		rc://*/ta/man/translate/figs-imperative	וְ⁠אַל־תַּסְתֵּ֣ר פָּ֭נֶי⁠ךָ מֵֽ⁠עַבְדֶּ֑⁠ךָ & מַהֵ֥ר עֲנֵֽ⁠נִי	1	These are imperatives, but they communicate polite requests rather than commands. If the imperatives do not communicate polite requests for your readers, then use a form in your language that communicates polite requests. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [And please do not hide your face from your servant ... please hurry, please answer me]
69:18	ux0k		rc://*/ta/man/translate/figs-metonymy	נַפְשִׁ֣⁠י	1	David is using the term **my soul** to mean the entire person from the perspective of his spiritual and emotional existence. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [my life]
69:18	tmgn		rc://*/ta/man/translate/grammar-connect-logic-result	גְאָלָ֑⁠הּ לְמַ֖עַן אֹיְבַ֣⁠י פְּדֵֽ⁠נִי	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [ransom me, because of my enemies]
69:18	i9qv		rc://*/ta/man/translate/figs-imperative	קָרְבָ֣⁠ה אֶל־נַפְשִׁ֣⁠י גְאָלָ֑⁠הּ & פְּדֵֽ⁠נִי	1	This is an imperative, but it communicates a polite request rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [Please draw near to my soul, redeem it ... please ransom me]
69:18	gw1n		rc://*/ta/man/translate/figs-doublet	גְאָלָ֑⁠הּ & פְּדֵֽ⁠נִי	1	The terms **redeem** and **ransom** mean similar things. David is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [deliver it ... deliver me]
69:19	qw9z		rc://*/ta/man/translate/figs-abstractnouns	חֶרְפָּתִ֣⁠י וּ֭⁠בָשְׁתִּ⁠י וּ⁠כְלִמָּתִ֑⁠י	1	If your language does not use abstract nouns for the ideas of **reproach**, **shame**, and **humiliation**, you could express the same ideas in other ways. Alternate translation: [being reproached ... being shamed ... being humiliated]
69:20	gsqs		rc://*/ta/man/translate/figs-personification	חֶרְפָּ֤ה ׀ שָֽׁבְרָ֥ה לִבִּ֗⁠י	1	David speaks of **Reproach** as if it were a person who could break a person's heart. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [I am brokenhearted because of reproach]
69:20	bfby		rc://*/ta/man/translate/figs-metonymy	לִבִּ֗⁠י	1	Here, **my heart** represents “my emotions.” If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [my spirit]
69:20	v3o1		rc://*/ta/man/translate/grammar-connect-logic-contrast	וָ⁠אֲקַוֶּ֣ה לָ⁠נ֣וּד וָ⁠אַ֑יִן	1	David uses the word **Though** here to indicate a contrast between what he expected and what actually happened. In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [Even though I waited for sympathy, there was none]
69:20	fphw		rc://*/ta/man/translate/figs-parallelism	וָ⁠אֲקַוֶּ֣ה לָ⁠נ֣וּד וָ⁠אַ֑יִן וְ֝⁠לַ⁠מְנַחֲמִ֗ים וְ⁠לֹ֣א מָצָֽאתִי	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Another approach would be to connect the phrases with a word that shows that the second phrase is repeating the first one, not saying something additional. See how you as a team have decided to translate the parallel phrases in the Psalms, and follow that approach here and throughout this psalm. Alternate translation: [I waited for someone to show compassion, yet no one came]
69:21	o8xy		rc://*/ta/man/translate/grammar-connect-logic-contrast	וַ⁠יִּתְּנ֣וּ בְּ⁠בָרוּתִ֣⁠י רֹ֑אשׁ וְ֝⁠לִ⁠צְמָאִ֗⁠י	1	David uses the word **But** here to indicate a contrast between the sympathy he hoped for and the cruelty he received. In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [Instead, they put gall in my food]
69:21	vsxv		rc://*/ta/man/translate/figs-metonymy	וַ⁠יִּתְּנ֣וּ בְּ⁠בָרוּתִ֣⁠י רֹ֑אשׁ וְ֝⁠לִ⁠צְמָאִ֗⁠י	1	Here, **they put gall in my food** represents the idea that David's enemies gave him what was harmful instead of what was nourishing. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [they gave me something bitter to eat]
69:22	i5rd		rc://*/ta/man/translate/figs-imperative	יְהִֽי־שֻׁלְחָנָ֣⁠ם לִ⁠פְנֵי⁠הֶ֣ם לְ⁠פָ֑ח וְ⁠לִ⁠שְׁלוֹמִ֥ים לְ⁠מוֹקֵֽשׁ	1	This is an imperative, but it communicates a polite request rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [May their table become a snare to their faces and a trap for their welfare]
69:22	rrba		rc://*/ta/man/translate/figs-metaphor	יְהִֽי־שֻׁלְחָנָ֣⁠ם לִ⁠פְנֵי⁠הֶ֣ם לְ⁠פָ֑ח וְ⁠לִ⁠שְׁלוֹמִ֥ים לְ⁠מוֹקֵֽשׁ	1	David is speaking of his enemies' provision as if it were **a snare** and **a trap** that could catch and harm them. If this image communicates well in your language, please use it. If not, you could state the meaning plainly. Alternate translation: [Let what they enjoy become something that harms them and ruins their welfare]
69:22	xqnj		rc://*/ta/man/translate/figs-metonymy	שֻׁלְחָנָ֣⁠ם	1	Here, **their table** represents “their provision.” If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [their feasting]
69:22	r1ir		rc://*/ta/man/translate/figs-idiom	לִ⁠פְנֵי⁠הֶ֣ם	1	David is using **to their faces** as a common expression of the culture to mean “right in front of them.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [right before them]
69:22	dbc5		rc://*/ta/man/translate/figs-possession	וְ⁠לִ⁠שְׁלוֹמִ֥ים לְ⁠מוֹקֵֽשׁ	1	David is using this possessive form to mean **a trap** that catches them when they are at ease. It may be helpful to clarify this for your readers. Alternate translation: [a trap that ruins their welfare]
69:22	sy15		rc://*/ta/man/translate/figs-doublet	לְ⁠פָ֑ח & לְ⁠מוֹקֵֽשׁ	1	The terms **a snare** and **a trap** mean similar things. David is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [a deadly trap before them]
69:23	kvne		rc://*/ta/man/translate/figs-imperative	תֶּחְשַׁ֣כְנָה עֵ֭ינֵי⁠הֶם מֵ⁠רְא֑וֹת וּ֝⁠מָתְנֵ֗י⁠הֶם תָּמִ֥יד הַמְעַֽד	1	This is an imperative, but it communicates a polite request rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [May their eyes darken from seeing, and may their loins tremble continually]
69:23	ac76		rc://*/ta/man/translate/figs-metonymy	עֵ֭ינֵי⁠הֶם	1	Here, **their eyes** represents “their sight.” If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [their vision]
69:23	gohr		rc://*/ta/man/translate/figs-metonymy	וּ֝⁠מָתְנֵ֗י⁠הֶם	1	Here, **their loins** represents “their strength.” If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [their legs]
69:24	cy74		rc://*/ta/man/translate/figs-imperative	שְׁפָךְ־עֲלֵי⁠הֶ֥ם זַעְמֶ֑⁠ךָ וַ⁠חֲר֥וֹן אַ֝פְּ⁠ךָ֗ יַשִּׂיגֵֽ⁠ם	1	This is an imperative, but it communicates a polite request rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [Please pour your indignation on them, and let the burning of your nose overtake them]
69:24	hdpv		rc://*/ta/man/translate/figs-parallelism	שְׁפָךְ־עֲלֵי⁠הֶ֥ם זַעְמֶ֑⁠ךָ וַ⁠חֲר֥וֹן אַ֝פְּ⁠ךָ֗ יַשִּׂיגֵֽ⁠ם	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could connect the phrases with a word other than **and** in order to show that the second phrase is repeating the first one, not saying something additional. Alternate translation: [Pour your indignation on them; yes, let the burning of your nose overtake them]
69:24	axh2		rc://*/ta/man/translate/figs-abstractnouns	זַעְמֶ֑⁠ךָ	1	If your language does not use an abstract noun for the idea of **indignation**, you could express the same idea in another way. Alternate translation: [fierce anger]
69:24	g2nc		rc://*/ta/man/translate/figs-metonymy	וַ⁠חֲר֥וֹן אַ֝פְּ⁠ךָ֗	1	Here, **the burning of your nose** represents “your fierce anger.” If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [your burning anger]
69:25	ppd9		rc://*/ta/man/translate/figs-imperative	תְּהִי־טִֽירָתָ֥⁠ם נְשַׁמָּ֑ה בְּ֝⁠אָהֳלֵי⁠הֶ֗ם אַל־יְהִ֥י יֹשֵֽׁב	1	This is an imperative, but it communicates a polite request rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [May their encampment be deserted; may there not be a dweller in their tents]
69:25	ddvs		rc://*/ta/man/translate/figs-parallelism	תְּהִי־טִֽירָתָ֥⁠ם נְשַׁמָּ֑ה בְּ֝⁠אָהֳלֵי⁠הֶ֗ם אַל־יְהִ֥י יֹשֵֽׁב	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Another approach would be to connect the phrases with a word that shows that the second phrase is repeating the first one, not saying something additional. See how you as a team have decided to translate the parallel phrases in the Psalms, and follow that approach here and throughout this psalm. Alternate translation: [Let their encampment be completely deserted, with no one living there]
69:25	bybg		rc://*/ta/man/translate/figs-activepassive	תְּהִי־טִֽירָתָ֥⁠ם נְשַׁמָּ֑ה	1	The expression **Let their encampment be deserted** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is God. Alternate translation: [Let God make their encampment deserted]
69:26	k7vo		rc://*/ta/man/translate/grammar-connect-logic-result	כִּֽי־אַתָּ֣ה אֲשֶׁר־הִכִּ֣יתָ רָדָ֑פוּ	1	The word translated as **For** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [This is because the ones whom you have struck, they have persecuted]
69:26	vucz		rc://*/ta/man/translate/figs-possession	מַכְא֖וֹב חֲלָלֶ֣י⁠ךָ	1	David is using the possessive form to describe **pain** that is experienced by **your wounded**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [pain that your wounded ones feel]
69:26	qokr		rc://*/ta/man/translate/figs-abstractnouns	מַכְא֖וֹב	1	If your language does not use an abstract noun for the idea of **pain**, you could express the same idea in another way. Alternate translation: [hurting]
69:27	kelc		rc://*/ta/man/translate/figs-imperative	תְּֽנָ⁠ה־עָ֭וֺן עַל־עֲוֺנָ֑⁠ם וְ⁠אַל־יָ֝בֹ֗אוּ בְּ⁠צִדְקָתֶֽ⁠ךָ	1	This is an imperative, but it communicates a polite request rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [Please add iniquity to their iniquity, and do not let them come into your righteousness]
69:27	g5b9		rc://*/ta/man/translate/figs-possession	בְּ⁠צִדְקָתֶֽ⁠ךָ	1	David is using the possessive form to describe **righteousness** that belongs to **you**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [the righteousness that you grant]
